USER_ID,TIMESTAMP,STEP_COMPLETED,CHANNEL
0039d600-ae04-42a7-a9ca-b0150e488cfa,2025-03-04 15:33:28,email_submit,Organic
0039d600-ae04-42a7-a9ca-b0150e488cfa,2025-03-04 15:33:34,contact_info,Organic
0039d600-ae04-42a7-a9ca-b0150e488cfa,2025-03-04 15:33:37,company_size,Organic
0039d600-ae04-42a7-a9ca-b0150e488cfa,2025-03-04 15:33:40,industry,Organic
0039d600-ae04-42a7-a9ca-b0150e488cfa,2025-03-04 15:33:47,company_info,Organic
0039d600-ae04-42a7-a9ca-b0150e488cfa,2025-03-04 15:33:56,set_password,Organic
0039d600-ae04-42a7-a9ca-b0150e488cfa,2025-03-04 15:35:51,trial_started,Organic
003f980c-fac3-4c67-9479-3b7ab884d868,2025-03-10 22:01:17,email_submit,Paid
003f980c-fac3-4c67-9479-3b7ab884d868,2025-03-10 22:01:38,contact_info,Paid
003f980c-fac3-4c67-9479-3b7ab884d868,2025-03-10 22:01:50,company_size,Paid
003f980c-fac3-4c67-9479-3b7ab884d868,2025-03-10 22:03:01,industry,Paid
003f980c-fac3-4c67-9479-3b7ab884d868,2025-03-10 22:04:51,company_info,Paid
003f980c-fac3-4c67-9479-3b7ab884d868,2025-03-10 22:05:59,set_password,Paid
003f980c-fac3-4c67-9479-3b7ab884d868,2025-03-10 22:07:54,trial_started,Paid
00496375-51ff-4d9f-8d39-d644fbe8ac90,2025-03-05 9:02:38,email_submit,Paid
00496375-51ff-4d9f-8d39-d644fbe8ac90,2025-03-05 9:02:45,contact_info,Paid
00496375-51ff-4d9f-8d39-d644fbe8ac90,2025-03-05 9:02:48,company_size,Paid
00496375-51ff-4d9f-8d39-d644fbe8ac90,2025-03-05 9:03:17,industry,Paid
00496375-51ff-4d9f-8d39-d644fbe8ac90,2025-03-05 9:03:24,company_info,Paid
00496375-51ff-4d9f-8d39-d644fbe8ac90,2025-03-05 9:04:02,set_password,Paid
00496375-51ff-4d9f-8d39-d644fbe8ac90,2025-03-05 9:05:57,trial_started,Paid
005785ef-67bb-47a9-863f-98fa4a42b6be,2025-03-05 16:20:22,email_submit,Paid
005785ef-67bb-47a9-863f-98fa4a42b6be,2025-03-05 16:20:28,contact_info,Paid
005785ef-67bb-47a9-863f-98fa4a42b6be,2025-03-05 16:20:33,company_size,Paid
005785ef-67bb-47a9-863f-98fa4a42b6be,2025-03-05 16:20:39,industry,Paid
005785ef-67bb-47a9-863f-98fa4a42b6be,2025-03-05 16:21:08,company_info,Paid
005785ef-67bb-47a9-863f-98fa4a42b6be,2025-03-05 16:21:45,set_password,Paid
005785ef-67bb-47a9-863f-98fa4a42b6be,2025-03-05 16:23:40,trial_started,Paid
0060e7d5-4496-4776-b1db-020b6dcfa528,2025-03-04 2:38:10,industry,Paid
0060e7d5-4496-4776-b1db-020b6dcfa528,2025-03-04 2:38:10,company_size,Paid
0060e7d5-4496-4776-b1db-020b6dcfa528,2025-03-04 2:38:10,contact_info,Paid
0060e7d5-4496-4776-b1db-020b6dcfa528,2025-03-04 2:38:10,email_submit,Paid
0060e7d5-4496-4776-b1db-020b6dcfa528,2025-03-04 2:38:15,company_info,Paid
0060e7d5-4496-4776-b1db-020b6dcfa528,2025-03-04 2:38:34,set_password,Paid
0060e7d5-4496-4776-b1db-020b6dcfa528,2025-03-04 2:42:23,trial_started,Paid
0086be95-f854-4e81-bd9d-ce0ef9a2dd7e,2025-03-02 19:39:13,email_submit,Paid
0086be95-f854-4e81-bd9d-ce0ef9a2dd7e,2025-03-02 19:39:28,contact_info,Paid
0086be95-f854-4e81-bd9d-ce0ef9a2dd7e,2025-03-02 19:39:33,company_size,Paid
0086be95-f854-4e81-bd9d-ce0ef9a2dd7e,2025-03-02 19:39:39,industry,Paid
0086be95-f854-4e81-bd9d-ce0ef9a2dd7e,2025-03-02 19:39:53,company_info,Paid
0086be95-f854-4e81-bd9d-ce0ef9a2dd7e,2025-03-02 19:40:04,set_password,Paid
0086be95-f854-4e81-bd9d-ce0ef9a2dd7e,2025-03-02 19:41:58,trial_started,Paid
008a4a56-4987-45ec-b211-b8acf85ec684,2025-03-06 7:54:23,email_submit,Paid
008a4a56-4987-45ec-b211-b8acf85ec684,2025-03-06 7:54:35,contact_info,Paid
008a4a56-4987-45ec-b211-b8acf85ec684,2025-03-06 7:54:39,company_size,Paid
008a4a56-4987-45ec-b211-b8acf85ec684,2025-03-06 7:54:43,industry,Paid
009766f0-c6c4-4ab8-bdb0-1c14dfe67085,2025-03-01 4:57:50,email_submit,Organic
009766f0-c6c4-4ab8-bdb0-1c14dfe67085,2025-03-01 4:58:15,contact_info,Organic
009766f0-c6c4-4ab8-bdb0-1c14dfe67085,2025-03-01 4:58:33,company_size,Organic
009766f0-c6c4-4ab8-bdb0-1c14dfe67085,2025-03-01 4:58:48,industry,Organic
009766f0-c6c4-4ab8-bdb0-1c14dfe67085,2025-03-01 4:59:24,company_info,Organic
009766f0-c6c4-4ab8-bdb0-1c14dfe67085,2025-03-01 5:00:13,set_password,Organic
009766f0-c6c4-4ab8-bdb0-1c14dfe67085,2025-03-01 5:02:07,trial_started,Organic
0098cabb-cfbf-4ee7-b957-e33a448d1321,2025-03-04 19:45:52,email_submit,Organic
0098cabb-cfbf-4ee7-b957-e33a448d1321,2025-03-04 19:46:07,contact_info,Organic
0098cabb-cfbf-4ee7-b957-e33a448d1321,2025-03-04 19:46:12,company_size,Organic
0098cabb-cfbf-4ee7-b957-e33a448d1321,2025-03-04 19:46:22,industry,Organic
00eda3d9-7f9a-4418-bf4a-1d06aeb6f0c2,2025-03-04 17:31:31,email_submit,Paid
00eda3d9-7f9a-4418-bf4a-1d06aeb6f0c2,2025-03-04 17:32:11,contact_info,Paid
00eda3d9-7f9a-4418-bf4a-1d06aeb6f0c2,2025-03-04 17:32:50,company_size,Paid
00eda3d9-7f9a-4418-bf4a-1d06aeb6f0c2,2025-03-04 17:33:52,industry,Paid
00eda3d9-7f9a-4418-bf4a-1d06aeb6f0c2,2025-03-04 17:35:35,company_info,Paid
00eda3d9-7f9a-4418-bf4a-1d06aeb6f0c2,2025-03-04 17:36:53,set_password,Paid
00eda3d9-7f9a-4418-bf4a-1d06aeb6f0c2,2025-03-04 17:38:46,trial_started,Paid
0102e4df-178f-4771-9fd0-b821893a6c6e,2025-03-03 12:06:02,trial_started,Paid
011988aa-be12-4259-a119-264a968ccfe5,2025-03-05 6:39:40,email_submit,Paid
011988aa-be12-4259-a119-264a968ccfe5,2025-03-05 6:40:34,contact_info,Paid
0125710d-2604-4ae7-862f-d9e1edb88fd7,2025-03-03 18:50:11,email_submit,Product
0125710d-2604-4ae7-862f-d9e1edb88fd7,2025-03-03 18:50:39,contact_info,Product
012b9cf5-6c57-4777-b7a1-8d084ecd03a9,2025-03-03 7:36:04,email_submit,Product
012b9cf5-6c57-4777-b7a1-8d084ecd03a9,2025-03-03 7:36:29,contact_info,Product
012c5b5d-335b-4c4a-8cde-64b8d2aa3734,2025-03-03 10:46:06,trial_started,Paid
012c5b5d-335b-4c4a-8cde-64b8d2aa3734,2025-03-03 19:11:59,email_submit,Paid
013b69ce-90b2-4045-94a3-49f6e0bc00f1,2025-03-03 19:34:19,email_submit,Paid
014732c0-5e34-4a16-a96b-c29d5255727f,2025-03-04 2:44:12,email_submit,Paid
014732c0-5e34-4a16-a96b-c29d5255727f,2025-03-04 2:44:44,contact_info,Paid
014732c0-5e34-4a16-a96b-c29d5255727f,2025-03-04 2:44:47,company_size,Paid
014732c0-5e34-4a16-a96b-c29d5255727f,2025-03-04 2:47:24,industry,Paid
014732c0-5e34-4a16-a96b-c29d5255727f,2025-03-04 2:48:06,company_info,Paid
014732c0-5e34-4a16-a96b-c29d5255727f,2025-03-04 2:48:31,set_password,Paid
014732c0-5e34-4a16-a96b-c29d5255727f,2025-03-04 2:50:27,trial_started,Paid
014dc5ff-7c34-4765-8187-d70e8b3afc27,2025-03-06 18:17:29,trial_started,Paid
0156e0eb-0906-4824-b38e-f44edd04d3eb,2025-03-03 18:55:17,email_submit,Product
01594d96-9ca8-49aa-b94a-95b29766fee9,2025-03-08 22:13:49,email_submit,Paid
01594d96-9ca8-49aa-b94a-95b29766fee9,2025-03-08 22:14:12,contact_info,Paid
01594d96-9ca8-49aa-b94a-95b29766fee9,2025-03-08 22:14:16,company_size,Paid
01594d96-9ca8-49aa-b94a-95b29766fee9,2025-03-08 22:14:31,industry,Paid
01594d96-9ca8-49aa-b94a-95b29766fee9,2025-03-08 22:15:01,company_info,Paid
016d2c10-073c-42c4-b2a3-09b5a3971a30,2025-03-05 5:22:42,email_submit,Paid
016d2c10-073c-42c4-b2a3-09b5a3971a30,2025-03-05 5:22:53,contact_info,Paid
016d2c10-073c-42c4-b2a3-09b5a3971a30,2025-03-05 5:23:00,company_size,Paid
016d2c10-073c-42c4-b2a3-09b5a3971a30,2025-03-05 5:23:09,industry,Paid
016d2c10-073c-42c4-b2a3-09b5a3971a30,2025-03-05 5:23:49,company_info,Paid
01707834-83b1-4561-9161-41d207bfbfda,2025-03-07 14:49:28,email_submit,Product
01707834-83b1-4561-9161-41d207bfbfda,2025-03-07 14:49:39,contact_info,Product
01707834-83b1-4561-9161-41d207bfbfda,2025-03-07 14:50:02,company_size,Product
01707834-83b1-4561-9161-41d207bfbfda,2025-03-07 14:50:07,industry,Product
01707834-83b1-4561-9161-41d207bfbfda,2025-03-07 14:50:15,company_info,Product
01707834-83b1-4561-9161-41d207bfbfda,2025-03-07 14:50:27,set_password,Product
0175a681-5afd-4dbb-b6c4-2ff8b975083f,2025-03-10 6:55:51,email_submit,Organic
0175a681-5afd-4dbb-b6c4-2ff8b975083f,2025-03-10 6:56:17,contact_info,Organic
0175a681-5afd-4dbb-b6c4-2ff8b975083f,2025-03-10 6:56:32,company_size,Organic
0175a681-5afd-4dbb-b6c4-2ff8b975083f,2025-03-10 7:01:57,industry,Organic
018d77c2-2dbe-4e01-9b51-cc1c5cc688d2,2025-03-10 13:17:30,trial_started,Organic
0192719a-12ec-49d6-9e49-07cc92a267aa,2025-03-08 14:25:09,email_submit,Paid
0192719a-12ec-49d6-9e49-07cc92a267aa,2025-03-08 14:25:20,contact_info,Paid
0192719a-12ec-49d6-9e49-07cc92a267aa,2025-03-08 14:25:33,company_size,Paid
0192719a-12ec-49d6-9e49-07cc92a267aa,2025-03-08 14:25:39,industry,Paid
0192719a-12ec-49d6-9e49-07cc92a267aa,2025-03-08 14:26:59,company_info,Paid
01933cfe-e892-4dc7-8bb5-4d6b60df3d35,2025-03-06 13:03:23,email_submit,Paid
